u,v,cn,rai,jc,aai,pa,ccn,cra,wic,label,pos_split
DB00002,DB00031,0,0.0,0.0,0.0,20,0,0.0,0.0,1,train
DB00002,DB00015,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00002,DB00016,1,0.14285714285714285,0.09090909090909091,0.5138983423697507,32,1,0.0,0.0,0,
DB00002,DB00017,1,0.2,0.16666666666666666,0.6213349345596119,12,1,0.0,0.0,0,
DB00002,DB00027,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00002,DB00033,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00002,DB00040,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00002,DB00004,1,0.25,0.1111111111111111,0.7213475204444817,24,1,0.0,0.0,0,
DB00002,DB00030,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00002,DB00032,2,0.47619047619047616,0.3333333333333333,1.424137568996588,16,4,0.47619047619047616,2000.0,0,
DB00002,DB00039,1,0.14285714285714285,0.125,0.5138983423697507,20,1,0.0,0.0,0,
DB00002,DB00006,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00002,DB00019,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00002,DB00007,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00002,DB00013,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00002,DB00024,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00002,DB00026,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00002,DB00023,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00002,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00002,DB00035,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00002,DB00012,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00002,DB00018,1,0.2,0.09090909090909091,0.6213349345596119,32,1,0.0,0.0,0,
DB00002,DB00034,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00002,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00002,DB00037,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00005,DB00008,2,0.5,0.25,1.4426950408889634,21,4,0.5,2000.0,0,
DB00005,DB00010,1,0.25,0.1,0.7213475204444817,28,2,0.25,1000.0,1,train
DB00005,DB00020,0,0.0,0.0,0.0,49,0,0.0,0.0,0,
DB00005,DB00022,0,0.0,0.0,0.0,14,0,0.0,0.0,0,
DB00005,DB00031,1,0.25,0.09090909090909091,0.7213475204444817,35,2,0.25,1000.0,0,
DB00005,DB00015,1,0.2,0.09090909090909091,0.6213349345596119,35,1,0.0,0.0,0,
DB00005,DB00016,0,0.0,0.0,0.0,56,0,0.0,0.0,1,train
DB00005,DB00017,0,0.0,0.0,0.0,21,0,0.0,0.0,0,
DB00005,DB00027,0,0.0,0.0,0.0,14,0,0.0,0.0,0,
DB00005,DB00033,0,0.0,0.0,0.0,28,0,0.0,0.0,0,
DB00005,DB00040,2,0.4,0.18181818181818182,1.2426698691192237,42,2,0.0,0.0,0,
DB00005,DB00004,2,0.45,0.18181818181818182,1.3426824550040934,42,2,0.0,0.0,0,
DB00005,DB00030,1,0.2,0.08333333333333333,0.6213349345596119,42,1,0.0,0.0,0,
DB00005,DB00032,0,0.0,0.0,0.0,28,0,0.0,0.0,1,train
DB00005,DB00039,0,0.0,0.0,0.0,35,0,0.0,0.0,1,train
DB00005,DB00006,0,0.0,0.0,0.0,14,0,0.0,0.0,0,
DB00005,DB00019,0,0.0,0.0,0.0,35,0,0.0,0.0,0,
DB00005,DB00007,0,0.0,0.0,0.0,21,0,0.0,0.0,0,
DB00005,DB00013,1,0.2,0.09090909090909091,0.6213349345596119,35,1,0.0,0.0,0,
DB00005,DB00024,1,0.25,0.1111111111111111,0.7213475204444817,21,1,0.0,0.0,0,
DB00005,DB00026,0,0.0,0.0,0.0,28,0,0.0,0.0,0,
DB00005,DB00023,0,0.0,0.0,0.0,28,0,0.0,0.0,0,
DB00005,DB00038,1,0.125,0.14285714285714285,0.48089834696298783,7,1,0.0,0.0,0,
DB00005,DB00035,1,0.2,0.1,0.6213349345596119,28,1,0.0,0.0,0,
DB00005,DB00012,1,0.2,0.1111111111111111,0.6213349345596119,21,1,0.0,0.0,0,
DB00005,DB00018,2,0.325,0.15384615384615385,1.1022332815225997,56,2,0.0,0.0,0,
DB00005,DB00034,1,0.125,0.08333333333333333,0.48089834696298783,42,1,0.0,0.0,0,
DB00005,DB00036,1,0.125,0.125,0.48089834696298783,14,1,0.0,0.0,0,
DB00005,DB00037,1,0.2,0.1111111111111111,0.6213349345596119,21,1,0.0,0.0,0,
DB00008,DB00010,1,0.25,0.16666666666666666,0.7213475204444817,12,2,0.25,1000.0,0,
DB00008,DB00020,0,0.0,0.0,0.0,21,0,0.0,0.0,1,train
DB00008,DB00022,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00008,DB00031,1,0.25,0.14285714285714285,0.7213475204444817,15,2,0.25,1000.0,1,test
DB00008,DB00015,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00008,DB00016,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00008,DB00017,1,0.14285714285714285,0.2,0.5138983423697507,9,1,0.0,0.0,0,
DB00008,DB00027,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00008,DB00033,0,0.0,0.0,0.0,12,0,0.0,0.0,1,test
DB00008,DB00040,1,0.14285714285714285,0.125,0.5138983423697507,18,1,0.0,0.0,0,
DB00008,DB00004,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00008,DB00030,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00008,DB00032,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train
DB00008,DB00039,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00008,DB00006,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00008,DB00019,1,0.14285714285714285,0.14285714285714285,0.5138983423697507,15,1,0.0,0.0,0,
DB00008,DB00007,0,0.0,0.0,0.0,9,0,0.0,0.0,0,
DB00008,DB00013,0,0.0,0.0,0.0,15,0,0.0,0.0,1,test
DB00008,DB00024,1,0.25,0.2,0.7213475204444817,9,1,0.0,0.0,0,
DB00008,DB00026,0,0.0,0.0,0.0,12,0,0.0,0.0,1,test
DB00008,DB00023,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00008,DB00038,0,0.0,0.0,0.0,3,0,0.0,0.0,0,
DB00008,DB00035,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00008,DB00012,0,0.0,0.0,0.0,9,0,0.0,0.0,0,
DB00008,DB00018,1,0.14285714285714285,0.1,0.5138983423697507,24,1,0.0,0.0,0,
DB00008,DB00034,1,0.14285714285714285,0.125,0.5138983423697507,18,1,0.0,0.0,0,
DB00008,DB00036,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00008,DB00037,0,0.0,0.0,0.0,9,0,0.0,0.0,0,
DB00010,DB00020,0,0.0,0.0,0.0,28,0,0.0,0.0,1,test
DB00010,DB00022,1,0.16666666666666666,0.2,0.5581106265512472,8,1,0.0,0.0,0,
DB00010,DB00031,2,0.5,0.2857142857142857,1.4426950408889634,20,4,0.5,2000.0,0,
DB00010,DB00015,1,0.16666666666666666,0.125,0.5581106265512472,20,1,0.0,0.0,0,
DB00010,DB00016,1,0.14285714285714285,0.09090909090909091,0.5138983423697507,32,1,0.0,0.0,0,
DB00010,DB00017,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00010,DB00027,1,0.16666666666666666,0.2,0.5581106265512472,8,1,0.0,0.0,0,
DB00010,DB00033,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00010,DB00040,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00010,DB00004,0,0.0,0.0,0.0,24,0,0.0,0.0,1,train
DB00010,DB00030,1,0.16666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,0,
DB00010,DB00032,2,0.39285714285714285,0.3333333333333333,1.2352458628142324,16,4,0.39285714285714285,2000.0,0,
DB00010,DB00039,1,0.14285714285714285,0.125,0.5138983423697507,20,1,0.0,0.0,0,
DB00010,DB00006,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00010,DB00019,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00010,DB00007,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00010,DB00013,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00010,DB00024,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00010,DB00026,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00010,DB00023,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00010,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,1,test
DB00010,DB00035,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00010,DB00012,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00010,DB00018,0,0.0,0.0,0.0,32,0,0.0,0.0,0,
DB00010,DB00034,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00010,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00010,DB00037,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00020,DB00022,0,0.0,0.0,0.0,14,0,0.0,0.0,0,
DB00020,DB00031,2,0.4583333333333333,0.2,1.391137573589825,35,2,0.0,0.0,0,
DB00020,DB00015,0,0.0,0.0,0.0,35,0,0.0,0.0,0,
DB00020,DB00016,2,0.29166666666666663,0.15384615384615385,1.039008973514235,56,4,0.29166666666666663,2000.0,0,
DB00020,DB00017,0,0.0,0.0,0.0,21,0,0.0,0.0,1,train
DB00020,DB00027,0,0.0,0.0,0.0,14,0,0.0,0.0,0,
DB00020,DB00033,0,0.0,0.0,0.0,28,0,0.0,0.0,0,
DB00020,DB00040,0,0.0,0.0,0.0,42,0,0.0,0.0,1,train
DB00020,DB00004,0,0.0,0.0,0.0,42,0,0.0,0.0,0,
DB00020,DB00030,1,0.16666666666666666,0.08333333333333333,0.5581106265512472,42,1,0.0,0.0,0,
DB00020,DB00032,1,0.3333333333333333,0.1,0.9102392266268373,28,1,0.0,0.0,0,
DB00020,DB00039,1,0.16666666666666666,0.09090909090909091,0.5581106265512472,35,1,0.0,0.0,0,
DB00020,DB00006,2,0.3666666666666667,0.2857142857142857,1.179445561110859,14,2,0.0,0.0,0,
DB00020,DB00019,0,0.0,0.0,0.0,35,0,0.0,0.0,1,train
DB00020,DB00007,2,0.5333333333333333,0.25,1.531574161186449,21,2,0.0,0.0,0,
DB00020,DB00013,1,0.125,0.09090909090909091,0.48089834696298783,35,1,0.0,0.0,0,
DB00020,DB00024,1,0.16666666666666666,0.1111111111111111,0.5581106265512472,21,1,0.0,0.0,0,
DB00020,DB00026,1,0.16666666666666666,0.1,0.5581106265512472,28,1,0.0,0.0,0,
DB00020,DB00023,2,0.3666666666666667,0.2222222222222222,1.179445561110859,28,2,0.0,0.0,0,
DB00020,DB00038,0,0.0,0.0,0.0,7,0,0.0,0.0,0,
DB00020,DB00035,1,0.125,0.1,0.48089834696298783,28,1,0.0,0.0,0,
DB00020,DB00012,0,0.0,0.0,0.0,21,0,0.0,0.0,0,
DB00020,DB00018,1,0.16666666666666666,0.07142857142857142,0.5581106265512472,56,2,0.16666666666666666,1000.0,1,train
DB00020,DB00034,1,0.125,0.08333333333333333,0.48089834696298783,42,2,0.125,1000.0,1,train
DB00020,DB00036,0,0.0,0.0,0.0,14,0,0.0,0.0,0,
DB00020,DB00037,1,0.2,0.1111111111111111,0.6213349345596119,21,1,0.0,0.0,0,
DB00022,DB00031,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00022,DB00015,1,0.16666666666666666,0.16666666666666666,0.5581106265512472,10,2,0.16666666666666666,1000.0,0,
DB00022,DB00016,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00022,DB00017,0,0.0,0.0,0.0,6,0,0.0,0.0,1,test
DB00022,DB00027,1,0.16666666666666666,0.3333333333333333,0.5581106265512472,4,1,0.0,0.0,0,
DB00022,DB00033,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00022,DB00040,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00022,DB00004,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train
DB00022,DB00030,1,0.16666666666666666,0.14285714285714285,0.5581106265512472,12,2,0.16666666666666666,1000.0,0,
DB00022,DB00032,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00022,DB00039,1,0.25,0.16666666666666666,0.7213475204444817,10,1,0.0,0.0,0,
DB00022,DB00006,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00022,DB00019,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00022,DB00007,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00022,DB00013,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00022,DB00024,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00022,DB00026,1,0.25,0.2,0.7213475204444817,8,2,0.25,1000.0,0,
DB00022,DB00023,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00022,DB00038,0,0.0,0.0,0.0,2,0,0.0,0.0,0,
DB00022,DB00035,0,0.0,0.0,0.0,8,0,0.0,0.0,1,train
DB00022,DB00012,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00022,DB00018,1,0.25,0.1111111111111111,0.7213475204444817,16,1,0.0,0.0,1,test
DB00022,DB00034,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00022,DB00036,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00022,DB00037,0,0.0,0.0,0.0,6,0,0.0,0.0,1,test
DB00031,DB00015,0,0.0,0.0,0.0,25,0,0.0,0.0,0,
DB00031,DB00016,2,0.325,0.18181818181818182,1.1022332815225997,40,2,0.0,0.0,0,
DB00031,DB00017,0,0.0,0.0,0.0,15,0,0.0,0.0,1,train
DB00031,DB00027,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00031,DB00033,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00031,DB00040,0,0.0,0.0,0.0,30,0,0.0,0.0,0,
DB00031,DB00004,0,0.0,0.0,0.0,30,0,0.0,0.0,0,
DB00031,DB00030,1,0.2,0.1,0.6213349345596119,30,1,0.0,0.0,0,
DB00031,DB00032,1,0.25,0.125,0.7213475204444817,20,2,0.25,1000.0,0,
DB00031,DB00039,0,0.0,0.0,0.0,25,0,0.0,0.0,0,
DB00031,DB00006,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00031,DB00019,0,0.0,0.0,0.0,25,0,0.0,0.0,0,
DB00031,DB00007,1,0.3333333333333333,0.14285714285714285,0.9102392266268373,15,1,0.0,0.0,0,
DB00031,DB00013,2,0.325,0.25,1.1022332815225997,25,2,0.0,0.0,1,test
DB00031,DB00024,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00031,DB00026,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00031,DB00023,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00031,DB00038,0,0.0,0.0,0.0,5,0,0.0,0.0,0,
DB00031,DB00035,1,0.125,0.125,0.48089834696298783,20,1,0.0,0.0,0,
DB00031,DB00012,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00031,DB00018,0,0.0,0.0,0.0,40,0,0.0,0.0,1,train
DB00031,DB00034,1,0.125,0.1,0.48089834696298783,30,1,0.0,0.0,1,test
DB00031,DB00036,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00031,DB00037,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00015,DB00016,1,0.25,0.08333333333333333,0.7213475204444817,40,1,0.0,0.0,0,
DB00015,DB00017,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00015,DB00027,1,0.16666666666666666,0.16666666666666666,0.5581106265512472,10,1,0.0,0.0,0,
DB00015,DB00033,2,0.5,0.2857142857142857,1.4426950408889634,20,2,0.0,0.0,0,
DB00015,DB00040,2,0.45,0.2222222222222222,1.3426824550040934,30,2,0.0,0.0,0,
DB00015,DB00004,1,0.16666666666666666,0.1,0.5581106265512472,30,2,0.16666666666666666,1000.0,1,train
DB00015,DB00030,2,0.3666666666666667,0.2222222222222222,1.179445561110859,30,4,0.3666666666666667,2000.0,1,train
DB00015,DB00032,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00015,DB00039,0,0.0,0.0,0.0,25,0,0.0,0.0,0,
DB00015,DB00006,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00015,DB00019,0,0.0,0.0,0.0,25,0,0.0,0.0,0,
DB00015,DB00007,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00015,DB00013,0,0.0,0.0,0.0,25,0,0.0,0.0,0,
DB00015,DB00024,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00015,DB00026,0,0.0,0.0,0.0,20,0,0.0,0.0,1,train
DB00015,DB00023,1,0.16666666666666666,0.125,0.5581106265512472,20,1,0.0,0.0,0,
DB00015,DB00038,0,0.0,0.0,0.0,5,0,0.0,0.0,0,
DB00015,DB00035,1,0.25,0.125,0.7213475204444817,20,2,0.25,1000.0,0,
DB00015,DB00012,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00015,DB00018,1,0.2,0.08333333333333333,0.6213349345596119,40,1,0.0,0.0,0,
DB00015,DB00034,2,0.41666666666666663,0.2222222222222222,1.279458146995729,30,2,0.0,0.0,0,
DB00015,DB00036,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00015,DB00037,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00016,DB00017,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00016,DB00027,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00016,DB00033,1,0.25,0.09090909090909091,0.7213475204444817,32,1,0.0,0.0,0,
DB00016,DB00040,1,0.25,0.07692307692307693,0.7213475204444817,48,1,0.0,0.0,0,
DB00016,DB00004,0,0.0,0.0,0.0,48,0,0.0,0.0,0,
DB00016,DB00030,2,0.3666666666666667,0.16666666666666666,1.179445561110859,48,2,0.0,0.0,1,test
DB00016,DB00032,1,0.14285714285714285,0.09090909090909091,0.5138983423697507,32,1,0.0,0.0,0,
DB00016,DB00039,1,0.14285714285714285,0.08333333333333333,0.5138983423697507,40,1,0.0,0.0,0,
DB00016,DB00006,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00016,DB00019,0,0.0,0.0,0.0,40,0,0.0,0.0,0,
DB00016,DB00007,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00016,DB00013,2,0.325,0.18181818181818182,1.1022332815225997,40,2,0.0,0.0,0,
DB00016,DB00024,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00016,DB00026,1,0.16666666666666666,0.09090909090909091,0.5581106265512472,32,1,0.0,0.0,0,
DB00016,DB00023,1,0.16666666666666666,0.09090909090909091,0.5581106265512472,32,1,0.0,0.0,0,
DB00016,DB00038,0,0.0,0.0,0.0,8,0,0.0,0.0,1,train
DB00016,DB00035,1,0.125,0.09090909090909091,0.48089834696298783,32,1,0.0,0.0,0,
DB00016,DB00012,1,0.3333333333333333,0.1,0.9102392266268373,24,1,0.0,0.0,0,
DB00016,DB00018,1,0.16666666666666666,0.06666666666666667,0.5581106265512472,64,2,0.16666666666666666,1000.0,1,train
DB00016,DB00034,1,0.125,0.07692307692307693,0.48089834696298783,48,2,0.125,1000.0,1,train
DB00016,DB00036,0,0.0,0.0,0.0,16,0,0.0,0.0,1,train
DB00016,DB00037,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00017,DB00027,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00017,DB00033,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00017,DB00040,1,0.14285714285714285,0.125,0.5138983423697507,18,1,0.0,0.0,0,
DB00017,DB00004,0,0.0,0.0,0.0,18,0,0.0,0.0,1,test
DB00017,DB00030,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00017,DB00032,0,0.0,0.0,0.0,12,0,0.0,0.0,1,test
DB00017,DB00039,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00017,DB00006,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00017,DB00019,2,0.47619047619047616,0.3333333333333333,1.424137568996588,15,2,0.0,0.0,0,
DB00017,DB00007,0,0.0,0.0,0.0,9,0,0.0,0.0,1,train
DB00017,DB00013,1,0.3333333333333333,0.14285714285714285,0.9102392266268373,15,2,0.3333333333333333,1000.0,1,test
DB00017,DB00024,0,0.0,0.0,0.0,9,0,0.0,0.0,0,
DB00017,DB00026,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00017,DB00023,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00017,DB00038,0,0.0,0.0,0.0,3,0,0.0,0.0,0,
DB00017,DB00035,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00017,DB00012,0,0.0,0.0,0.0,9,0,0.0,0.0,0,
DB00017,DB00018,2,0.34285714285714286,0.2222222222222222,1.1352332769293625,24,2,0.0,0.0,1,test
DB00017,DB00034,1,0.14285714285714285,0.125,0.5138983423697507,18,1,0.0,0.0,0,
DB00017,DB00036,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00017,DB00037,0,0.0,0.0,0.0,9,0,0.0,0.0,0,
DB00027,DB00033,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00027,DB00040,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00027,DB00004,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train
DB00027,DB00030,1,0.16666666666666666,0.14285714285714285,0.5581106265512472,12,1,0.0,0.0,0,
DB00027,DB00032,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00027,DB00039,1,0.2,0.16666666666666666,0.6213349345596119,10,1,0.0,0.0,0,
DB00027,DB00006,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00027,DB00019,0,0.0,0.0,0.0,10,0,0.0,0.0,1,test
DB00027,DB00007,1,0.2,0.25,0.6213349345596119,6,2,0.2,1000.0,0,
DB00027,DB00013,0,0.0,0.0,0.0,10,0,0.0,0.0,1,train
DB00027,DB00024,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00027,DB00026,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00027,DB00023,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00027,DB00038,0,0.0,0.0,0.0,2,0,0.0,0.0,0,
DB00027,DB00035,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00027,DB00012,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00027,DB00018,1,0.2,0.1111111111111111,0.6213349345596119,16,1,0.0,0.0,0,
DB00027,DB00034,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00027,DB00036,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00027,DB00037,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00033,DB00040,1,0.25,0.1111111111111111,0.7213475204444817,24,2,0.25,1000.0,0,
DB00033,DB00004,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00033,DB00030,1,0.25,0.1111111111111111,0.7213475204444817,24,1,0.0,0.0,0,
DB00033,DB00032,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00033,DB00039,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00033,DB00006,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00033,DB00019,1,0.25,0.125,0.7213475204444817,20,2,0.25,1000.0,0,
DB00033,DB00007,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00033,DB00013,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00033,DB00024,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00033,DB00026,0,0.0,0.0,0.0,16,0,0.0,0.0,1,train
DB00033,DB00023,0,0.0,0.0,0.0,16,0,0.0,0.0,1,train
DB00033,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00033,DB00035,1,0.25,0.14285714285714285,0.7213475204444817,16,1,0.0,0.0,0,
DB00033,DB00012,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train
DB00033,DB00018,0,0.0,0.0,0.0,32,0,0.0,0.0,0,
DB00033,DB00034,2,0.5,0.25,1.4426950408889634,24,2,0.0,0.0,0,
DB00033,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00033,DB00037,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00040,DB00004,0,0.0,0.0,0.0,36,0,0.0,0.0,0,
DB00040,DB00030,1,0.2,0.09090909090909091,0.6213349345596119,36,1,0.0,0.0,0,
DB00040,DB00032,1,0.3333333333333333,0.1111111111111111,0.9102392266268373,24,1,0.0,0.0,0,
DB00040,DB00039,0,0.0,0.0,0.0,30,0,0.0,0.0,1,train
DB00040,DB00006,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train
DB00040,DB00019,2,0.6428571428571428,0.2222222222222222,1.9565933832587141,30,3,0.5,0.9990009990009991,0,
DB00040,DB00007,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00040,DB00013,1,0.2,0.1,0.6213349345596119,30,1,0.0,0.0,0,
DB00040,DB00024,0,0.0,0.0,0.0,18,0,0.0,0.0,1,train
DB00040,DB00026,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00040,DB00023,0,0.0,0.0,0.0,24,0,0.0,0.0,1,test
DB00040,DB00038,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00040,DB00035,1,0.2,0.1111111111111111,0.6213349345596119,24,1,0.0,0.0,0,
DB00040,DB00012,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00040,DB00018,2,0.34285714285714286,0.16666666666666666,1.1352332769293625,48,2,0.0,0.0,0,
DB00040,DB00034,1,0.14285714285714285,0.09090909090909091,0.5138983423697507,36,1,0.0,0.0,0,
DB00040,DB00036,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00040,DB00037,2,0.5333333333333333,0.2857142857142857,1.531574161186449,18,4,0.5333333333333333,2000.0,0,
DB00004,DB00030,1,0.2,0.09090909090909091,0.6213349345596119,36,2,0.2,1000.0,1,train
DB00004,DB00032,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00004,DB00039,0,0.0,0.0,0.0,30,0,0.0,0.0,0,
DB00004,DB00006,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00004,DB00019,0,0.0,0.0,0.0,30,0,0.0,0.0,0,
DB00004,DB00007,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00004,DB00013,1,0.5,0.1,1.4426950408889634,30,1,0.0,0.0,0,
DB00004,DB00024,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00004,DB00026,1,0.2,0.1111111111111111,0.6213349345596119,24,2,0.2,1000.0,0,
DB00004,DB00023,1,0.16666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,0,
DB00004,DB00038,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00004,DB00035,1,0.5,0.1111111111111111,1.4426950408889634,24,2,0.5,1000.0,0,
DB00004,DB00012,1,0.2,0.125,0.6213349345596119,18,1,0.0,0.0,0,
DB00004,DB00018,0,0.0,0.0,0.0,48,0,0.0,0.0,0,
DB00004,DB00034,1,0.16666666666666666,0.09090909090909091,0.5581106265512472,36,1,0.0,0.0,0,
