cn,rai,jc,aai,pa,ccn,cra,wic,label,sim_atc,sim_mesh,sim_ade,sim_chemical
1,0.2,0.1111111111111111,0.6213349345596119,24,1,0.0,0.0,0,0.0,0.0,0.0,0.20454545
2,0.45,0.2222222222222222,1.3426824550040934,30,2,0.0,0.0,0,0.2796956,0.19397014,0.0,0.20833333
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.0,0.0,0.07692308
0,0.0,0.0,0.0,3,0,0.0,0.0,0,0.0,0.17956318,0.0,0.102564104
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.19376554,0.11904762
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.0,0.3243243
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,0.15384616
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.3093121,0.0,0.13157895
1,0.2,0.0909090909090909,0.6213349345596119,36,1,0.0,0.0,0,0.0,0.0,0.0,0.13043478
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.0,0.350112,0.20454545
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.0,0.20833333
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.0,0.13043478
0,0.0,0.0,0.0,14,0,0.0,0.0,0,0.43887392,0.0,0.0,0.11904762
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.3005888,0.0,0.15767257,0.13157895
1,0.1666666666666666,0.25,0.5581106265512472,6,2,0.1666666666666666,1000.0,0,0.0,0.0,0.0,0.13043478
0,0.0,0.0,0.0,30,0,0.0,0.0,0,0.0,0.21177013,0.21710515,0.15384616
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.07081768,0.11904762
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.083333336
1,0.2,0.0909090909090909,0.6213349345596119,36,1,0.0,0.0,0,0.0,0.0,0.0,0.09090909
0,0.0,0.0,0.0,5,0,0.0,0.0,0,0.0,0.0,0.0,0.15
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.0,0.3030303
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.0,0.13157895
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.0,0.102564104
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.0,0.0,0.17948718
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.0,0.17948718
2,0.3666666666666667,0.1666666666666666,1.179445561110859,48,2,0.0,0.0,0,0.0,0.21665782,0.2011981,0.07692308
1,0.3333333333333333,0.1428571428571428,0.9102392266268372,15,1,0.0,0.0,0,0.0,0.0,0.10376654,1.0
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.13513808,0.0,0.06666667
1,0.25,0.2,0.7213475204444817,9,1,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.48745343,0.14359275,0.0,0.13043478
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.35616803,0.0,0.0,0.07692308
1,0.125,0.1428571428571428,0.4808983469629878,15,1,0.0,0.0,0,0.0,0.0,0.44082463,0.3030303
0,0.0,0.0,0.0,28,0,0.0,0.0,0,0.0,0.19988957,0.0,0.4347826
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.51672673,0.0,0.0,0.102564104
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.0,0.08888889
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.23475862,0.0,0.0,0.08888889
1,0.25,0.1111111111111111,0.7213475204444817,24,1,0.0,0.0,0,0.35538843,0.34368312,0.5686725,0.09090909
0,0.0,0.0,0.0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.083333336
0,0.0,0.0,0.0,30,0,0.0,0.0,0,0.62776476,0.17850205,0.0,0.17948718
1,0.2,0.1,0.6213349345596119,30,1,0.0,0.0,0,0.0,0.0,0.0,0.33333334
1,0.3333333333333333,0.1,0.9102392266268372,28,1,0.0,0.0,0,0.0,0.0,0.20625605,0.3243243
1,0.1428571428571428,0.125,0.5138983423697507,20,1,0.0,0.0,0,0.716772,0.0,0.0,0.2
1,0.125,0.125,0.4808983469629878,8,2,0.125,1000.0,0,0.0,0.28180903,0.0,0.07692308
0,0.0,0.0,0.0,30,0,0.0,0.0,0,0.0,0.10827557,0.25334322,0.16666667
1,0.125,0.0909090909090909,0.4808983469629878,32,1,0.0,0.0,0,0.0,0.0,0.0,0.20454545
1,0.125,0.0833333333333333,0.4808983469629878,42,1,0.0,0.0,0,0.0,0.0,0.0,0.4375
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.2
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,0.15
1,0.125,0.1111111111111111,0.4808983469629878,25,1,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,0.09090909
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.58731735,0.35471037,0.0,0.20833333
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.0,0.0,0.4375
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.0,0.0,0.06666667
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.0,0.13043478
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.0,0.0,0.19354838
2,0.3428571428571428,0.1666666666666666,1.1352332769293625,48,2,0.0,0.0,0,0.37034556,0.0,0.0,0.33333334
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.104749866,0.0,0.19354838
1,0.1428571428571428,0.0833333333333333,0.5138983423697507,40,1,0.0,0.0,0,0.0,0.0,0.0,0.20833333
0,0.0,0.0,0.0,35,0,0.0,0.0,1,0.0,0.0,0.0,0.14285715
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.1258197,0.3030303
0,0.0,0.0,0.0,12,0,0.0,0.0,1,0.25662333,0.0,0.0,0.13043478
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,0.16666667
2,0.2678571428571428,0.1666666666666666,0.9947966893327386,48,4,0.2678571428571428,2000.0,1,0.65020853,0.0,0.17130816,1.0
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.0,0.0,0.3243243
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.10270216,0.0,0.3030303
0,0.0,0.0,0.0,25,0,0.0,0.0,0,0.0,0.0,0.2083934,0.11904762
0,0.0,0.0,0.0,30,0,0.0,0.0,1,0.0,0.0,0.0,0.09090909
1,0.25,0.1,0.7213475204444817,28,2,0.25,1000.0,1,0.43887392,0.0,0.0,0.4375
0,0.0,0.0,0.0,16,0,0.0,0.0,1,0.7346893,0.66236144,0.0,0.4375
2,0.325,0.1818181818181818,1.1022332815225997,40,2,0.0,0.0,0,0.0,0.30811223,0.0,0.33333334
1,0.1666666666666666,0.2,0.5581106265512472,9,1,0.0,0.0,0,0.0,0.0,0.0,0.083333336
1,0.1666666666666666,0.125,0.5581106265512472,20,2,0.1666666666666666,1000.0,0,0.0,0.0,0.17157117,0.08888889
0,0.0,0.0,0.0,49,0,0.0,0.0,0,0.0,0.0,0.15119058,0.3030303
1,0.1666666666666666,0.0909090909090909,0.5581106265512472,32,1,0.0,0.0,0,0.0,0.0,0.0,0.33333334
2,0.2916666666666666,0.2222222222222222,1.039008973514235,30,2,0.0,0.0,0,0.0,0.22248417,0.0,0.44
1,0.1666666666666666,0.1,0.5581106265512472,30,2,0.1666666666666666,1000.0,1,0.57378936,0.0,0.0,0.15384616
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.41707548,0.0,0.0,0.14285715
0,0.0,0.0,0.0,36,0,0.0,0.0,0,0.48745343,0.0,0.0,0.3243243
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.0,0.0,0.11904762
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.0,0.4375
0,0.0,0.0,0.0,24,0,0.0,0.0,1,0.0,0.23864909,0.0,0.56
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.3123872,0.0,0.11530946,0.08888889
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.30630967,0.16662592,0.2
1,0.25,0.125,0.7213475204444817,20,2,0.25,1000.0,0,0.62839955,0.2055287,0.0,0.08888889
1,0.2,0.1111111111111111,0.6213349345596119,21,1,0.0,0.0,0,0.0,0.0,0.0,0.3030303
1,0.125,0.1666666666666666,0.4808983469629878,12,1,0.0,0.0,0,0.29452994,0.32128155,0.0,0.14285715
1,0.1666666666666666,0.1666666666666666,0.5581106265512472,10,1,0.0,0.0,0,0.35943902,0.0,0.0,0.08888889
1,0.1666666666666666,0.1428571428571428,0.5581106265512472,15,1,0.0,0.0,0,0.6339077,0.16626182,0.0,0.19354838
0,0.0,0.0,0.0,18,0,0.0,0.0,1,0.0,0.0,0.44082463,0.4347826
1,0.5,0.1111111111111111,1.4426950408889634,24,2,0.5,1000.0,0,0.0,0.0,0.0,0.14285715
1,0.3333333333333333,0.1,0.9102392266268372,24,1,0.0,0.0,0,0.0,0.0,0.2598583,0.3243243
1,0.125,0.1666666666666666,0.4808983469629878,12,1,0.0,0.0,0,0.0,0.23279268,0.11702225,0.102564104
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.0,0.0,0.33333334
2,0.4,0.1818181818181818,1.2426698691192235,42,2,0.0,0.0,0,0.0,0.0,0.0,0.33333334
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.08888889
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.0,0.0,0.06666667
1,0.2,0.125,0.6213349345596119,20,2,0.2,1000.0,0,0.0,0.0,0.0,0.4375
2,0.375,0.25,1.2022458674074694,24,2,0.0,0.0,0,0.0,0.0,0.38034573,0.13157895
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.20860088,0.0,0.4347826
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.18943916,0.13157895
0,0.0,0.0,0.0,16,0,0.0,0.0,1,0.0,0.0,0.23547482,0.44
0,0.0,0.0,0.0,12,0,0.0,0.0,1,1.0,0.0,0.0,0.083333336
0,0.0,0.0,0.0,12,0,0.0,0.0,1,0.0,0.0,0.0,0.33333334
1,0.1428571428571428,0.1428571428571428,0.5138983423697507,15,1,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.3243243
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.0,0.2012478,0.14285715
1,0.1666666666666666,0.1,0.5581106265512472,28,1,0.0,0.0,0,0.0,0.0,0.17025736,0.56
0,0.0,0.0,0.0,6,0,0.0,0.0,1,0.0,0.0,0.2322771,1.0
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.24336937,0.24312319,0.13043478
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.2255078,0.13043478
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.20815001,0.3243243
0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.0,0.3978688,0.0,0.06666667
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.7346893,0.0,0.0,0.11904762
1,0.1666666666666666,0.1666666666666666,0.5581106265512472,12,2,0.1666666666666666,1000.0,0,0.0,0.0,0.25483638,0.20454545
0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.17796962,0.102564104
0,0.0,0.0,0.0,16,0,0.0,0.0,1,0.0,0.0,0.0,0.16666667
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.20454545
1,0.1428571428571428,0.125,0.5138983423697507,20,1,0.0,0.0,0,0.0,0.0,0.0,0.17948718
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.0,0.30762044,0.15
0,0.0,0.0,0.0,16,0,0.0,0.0,1,0.0,0.0,0.0,0.19354838
1,0.25,0.125,0.7213475204444817,20,2,0.25,1000.0,0,0.52684647,0.0,0.0,0.19354838
0,0.0,0.0,0.0,32,0,0.0,0.0,0,0.0,0.0,0.14302552,0.33333334
0,0.0,0.0,0.0,30,0,0.0,0.0,1,0.27314833,0.2712075,0.0,0.20833333
1,0.25,0.1666666666666666,0.7213475204444817,12,2,0.25,1000.0,0,0.0,0.0,0.0,0.33333334
1,0.1666666666666666,0.1428571428571428,0.5581106265512472,15,2,0.1666666666666666,1000.0,1,0.0,0.18454804,0.4223209,0.19354838
0,0.0,0.0,0.0,36,0,0.0,0.0,0,0.22516853,0.0,0.0,0.17948718
0,0.0,0.0,0.0,12,0,0.0,0.0,1,0.0,0.0,0.22999884,1.0
1,0.1666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,0,0.0,0.0,0.0,0.15384616
2,0.3666666666666667,0.2222222222222222,1.179445561110859,30,4,0.3666666666666667,2000.0,0,0.0,0.3357792,0.0,0.3030303
0,0.0,0.0,0.0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.13043478
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.45741743,0.33333334
1,0.125,0.1,0.4808983469629878,28,1,0.0,0.0,0,0.0,0.0,0.0,0.11904762
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.0,0.20833333
1,0.125,0.1428571428571428,0.4808983469629878,12,2,0.125,1000.0,0,0.0,0.0,0.0,0.56
2,0.4166666666666666,0.3333333333333333,1.279458146995729,16,2,0.0,0.0,0,0.0,0.07838001,0.0,0.2
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.18116547,1.0
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.0,0.0,0.56
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.0,0.48540378,0.2
1,0.1428571428571428,0.125,0.5138983423697507,18,1,0.0,0.0,0,0.44572815,0.0,0.0,0.44
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.0,0.15384616
1,0.2,0.1428571428571428,0.6213349345596119,15,1,0.0,0.0,0,0.0,0.0,0.0,1.0
1,0.1428571428571428,0.125,0.5138983423697507,18,1,0.0,0.0,0,0.0,0.0,0.0,0.17948718
1,0.25,0.1666666666666666,0.7213475204444817,10,1,0.0,0.0,0,0.0,0.09289561,0.0,0.06666667
1,0.1428571428571428,0.2,0.5138983423697507,9,1,0.0,0.0,0,0.22604601,0.0,0.0,0.20454545
0,0.0,0.0,0.0,32,0,0.0,0.0,0,0.0,0.0,0.21435094,0.33333334
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.16824189,0.15384616
1,0.25,0.1111111111111111,0.7213475204444817,24,1,0.0,0.0,0,0.0,0.0,0.0,0.44
0,0.0,0.0,0.0,32,0,0.0,0.0,0,0.0,0.0,0.12062748,1.0
0,0.0,0.0,0.0,42,0,0.0,0.0,1,0.0,0.0,0.18478112,0.3243243
2,0.45,0.3333333333333333,1.3426824550040934,16,4,0.45,2000.0,0,0.5854946,0.0,0.132147,0.4375
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.07692308
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.07692308
2,0.325,0.1818181818181818,1.1022332815225997,40,2,0.0,0.0,0,0.0,0.0,0.0,0.20833333
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.17992179,0.11904762
0,0.0,0.0,0.0,2,0,0.0,0.0,0,0.0,0.10826082,0.0,1.0
0,0.0,0.0,0.0,20,0,0.0,0.0,1,0.0,0.0,0.0,0.2
1,0.5,0.1,1.4426950408889634,30,1,0.0,0.0,0,0.0,0.0,0.0,0.3030303
1,0.2,0.125,0.6213349345596119,18,2,0.2,1000.0,1,0.0,0.5296962,0.27168456,0.19354838
0,0.0,0.0,0.0,5,0,0.0,0.0,0,0.0,0.0,0.0,0.15
2,0.3928571428571428,0.3333333333333333,1.2352458628142324,16,4,0.3928571428571428,2000.0,0,0.0,0.0,0.0,0.33333334
0,0.0,0.0,0.0,15,0,0.0,0.0,1,0.0,0.0,0.0,0.16666667
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.0,0.0,0.04
0,0.0,0.0,0.0,9,0,0.0,0.0,1,0.0,0.0,0.09808514,0.33333334
1,0.2,0.0909090909090909,0.6213349345596119,32,1,0.0,0.0,0,0.3258023,0.0,0.15230191,1.0
0,0.0,0.0,0.0,20,0,0.0,0.0,1,0.0,0.0,0.28192008,0.2
1,0.1428571428571428,0.125,0.5138983423697507,20,1,0.0,0.0,0,0.50107354,0.0,0.0,0.4375
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.25739914,0.0,0.3243243
0,0.0,0.0,0.0,30,0,0.0,0.0,0,0.0,0.0,0.0,0.15384616
0,0.0,0.0,0.0,25,0,0.0,0.0,0,0.0,0.0,0.0,0.19354838
1,0.1666666666666666,0.1111111111111111,0.5581106265512472,25,1,0.0,0.0,0,0.0,0.21393397,0.0,0.16666667
0,0.0,0.0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.2202419,0.102564104
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.21493767,0.0,0.0,0.17948718
2,0.3666666666666667,0.2222222222222222,1.179445561110859,30,4,0.3666666666666667,2000.0,1,0.3490475,0.0,0.0,0.06666667
1,0.25,0.0909090909090909,0.7213475204444817,32,1,0.0,0.0,0,0.0,0.0,0.0,0.17948718
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0948084,0.0,0.19354838
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.31186873,0.083333336
0,0.0,0.0,0.0,25,0,0.0,0.0,1,0.0,0.099562205,0.0,0.21212122
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.0,0.0,0.1802153,0.21212122
1,0.2,0.125,0.6213349345596119,20,1,0.0,0.0,0,0.0,0.0,0.25360796,0.44
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.0,0.09260001,0.04
1,0.2,0.0833333333333333,0.6213349345596119,42,1,0.0,0.0,0,0.42618594,0.0,0.0,0.15
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.07692308
1,0.1666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,0,0.0,0.243692,0.23379016,0.07692308
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.5502855,0.0,0.14285715
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.44220895,0.0,0.44
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.4140072,0.0,0.0,0.2
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.0,0.0,1.0
1,0.25,0.1,0.7213475204444817,30,1,0.0,0.0,0,0.0,0.20583482,0.0,0.102564104
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.3005888,0.0,0.14967869,1.0
0,0.0,0.0,0.0,8,0,0.0,0.0,1,1.0,0.0,0.0,0.13043478
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,0.13043478
0,0.0,0.0,0.0,40,0,0.0,0.0,1,0.0,0.0,0.10668242,0.2
0,0.0,0.0,0.0,24,0,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,1.0
1,0.125,0.1111111111111111,0.4808983469629878,25,1,0.0,0.0,0,0.0,0.31534135,0.20925084,0.04
2,0.4166666666666666,0.2222222222222222,1.279458146995729,30,2,0.0,0.0,0,0.0,0.0,0.0,0.2
1,0.2,0.125,0.6213349345596119,18,1,0.0,0.0,0,0.0,0.0,0.0,0.14285715
1,0.1666666666666666,0.2,0.5581106265512472,8,1,0.0,0.0,0,1.0,0.24046084,0.0,0.13157895
1,0.2,0.0909090909090909,0.6213349345596119,35,1,0.0,0.0,0,0.0,0.28883296,0.0,1.0
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.0,0.14745064,0.0,0.11904762
0,0.0,0.0,0.0,9,0,0.0,0.0,1,0.0,0.0,0.0,0.16666667
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.31215,0.0,0.14285715
0,0.0,0.0,0.0,8,0,0.0,0.0,1,0.0,0.0,0.0,0.102564104
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.0,0.0,0.0,0.11904762
1,0.1666666666666666,0.0833333333333333,0.5581106265512472,42,1,0.0,0.0,0,0.0,0.0,0.0,0.083333336
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.1285412,0.0,0.4347826
1,0.2,0.1,0.6213349345596119,30,2,0.2,1000.0,1,0.0,0.0,0.0,0.15
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.6245361,0.0,0.0,0.04
0,0.0,0.0,0.0,25,0,0.0,0.0,0,0.2964923,0.0,0.0,0.08888889
0,0.0,0.0,0.0,5,0,0.0,0.0,0,0.0,0.0,0.0,0.06666667
0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.0,0.07692308
1,0.25,0.1111111111111111,0.7213475204444817,24,1,0.0,0.0,0,0.0,0.0,0.0,0.56
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.0,0.11904762
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.5588908,0.0,0.23191105,0.15
0,0.0,0.0,0.0,20,0,0.0,0.0,0,0.7346893,0.0,0.0,0.4375
1,0.3333333333333333,0.0769230769230769,0.9102392266268372,48,1,0.0,0.0,0,0.25704303,0.391936,0.0,0.44
0,0.0,0.0,0.0,16,0,0.0,0.0,0,0.4052325,0.0,0.0,0.44
2,0.5333333333333333,0.1666666666666666,1.531574161186449,48,2,0.0,0.0,0,0.0,0.0,0.0,0.17948718
1,0.25,0.1666666666666666,0.7213475204444817,12,1,0.0,0.0,0,0.0,0.0,0.0,0.33333334
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.0,0.0,0.0,0.15384616
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,0.06666667
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.0,0.0,1.0
1,0.2,0.1,0.6213349345596119,28,1,0.0,0.0,0,0.32110977,0.0,0.0,0.11904762
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.36186957,0.22703253,0.13157895
1,0.1428571428571428,0.125,0.5138983423697507,18,1,0.0,0.0,0,0.0,0.0,0.0,0.13157895
0,0.0,0.0,0.0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.56
2,0.6428571428571428,0.2222222222222222,1.956593383258714,30,3,0.5,0.9990009990009991,0,0.50376046,0.0,0.0,0.20454545
0,0.0,0.0,0.0,6,0,0.0,0.0,0,0.0,0.11650471,0.0,0.14285715
0,0.0,0.0,0.0,9,0,0.0,0.0,0,0.512784,0.0,0.0,0.3243243
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.14579709,0.29957157,0.15
2,0.5333333333333333,0.25,1.531574161186449,21,2,0.0,0.0,0,0.0,0.0,0.17549689,0.15384616
1,0.1428571428571428,0.2,0.5138983423697507,9,1,0.0,0.0,0,0.0,0.161446,0.0,0.19354838
0,0.0,0.0,0.0,30,0,0.0,0.0,1,0.0,0.0,0.0,0.33333334
0,0.0,0.0,0.0,8,0,0.0,0.0,0,0.0,0.2122611,0.0,0.13157895
0,0.0,0.0,0.0,25,0,0.0,0.0,1,0.5603578,0.0,0.0,0.04
0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.67023075,0.18546735,0.0,0.13043478
0,0.0,0.0,0.0,25,0,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,10,0,0.0,0.0,0,0.0,0.0,0.0,0.3030303
0,0.0,0.0,0.0,15,0,0.0,0.0,0,0.3143869,0.50667703,0.1536484,0.15384616
0,0.0,0.0,0.0,18,0,0.0,0.0,0,0.0,0.0,0.0,0.56
