u,v,cn,rai,jc,aai,pa,ccn,cra,wic,label,pos_split,sim_atc,sim_mesh,sim_ade,sim_chemical
DB00025,DB00029,1,0.1666666666666666,0.125,0.5581106265512472,20,1,0.0,0.0,1,test,0.0,0.0,0.16561894,0.21212122
DB00025,DB00002,1,0.1428571428571428,0.125,0.5138983423697507,20,1,0.0,0.0,0,,0.25005427,0.0,0.0,0.44
DB00025,DB00005,0,0.0,0.0,0.0,35,0,0.0,0.0,1,train,0.0,0.0,0.15994763,0.21212122
DB00025,DB00008,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.0,0.17948718
DB00025,DB00010,2,0.3095238095238095,0.2857142857142857,1.072008968920998,20,2,0.0,0.0,0,,0.0,0.0,0.0,0.44
DB00025,DB00020,1,0.3333333333333333,0.0909090909090909,0.9102392266268372,35,1,0.0,0.0,0,,0.49903703,0.12317323,0.0,0.4347826
DB00025,DB00022,1,0.1666666666666666,0.1666666666666666,0.5581106265512472,10,1,0.0,0.0,0,,0.0,0.15837163,0.0,0.09090909
DB00025,DB00031,0,0.0,0.0,0.0,25,0,0.0,0.0,0,,0.0,0.0,0.0,0.16666667
DB00025,DB00015,1,0.1666666666666666,0.1111111111111111,0.5581106265512472,25,1,0.0,0.0,0,,0.0,0.21393397,0.0,0.16666667
DB00025,DB00016,1,0.1428571428571428,0.0833333333333333,0.5138983423697507,40,1,0.0,0.0,0,,0.0,0.28830674,0.0,0.17948718
DB00025,DB00017,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.22243486,0.121001855,0.34020716,1.0
DB00025,DB00027,1,0.1666666666666666,0.1666666666666666,0.5581106265512472,10,1,0.0,0.0,0,,0.0,0.10209502,0.0,0.19354838
DB00025,DB00033,1,0.3333333333333333,0.125,0.9102392266268372,20,1,0.0,0.0,0,,0.0,0.22446464,0.0,1.0
DB00025,DB00040,0,0.0,0.0,0.0,30,0,0.0,0.0,0,,0.62776476,0.17850205,0.0,0.17948718
DB00025,DB00004,0,0.0,0.0,0.0,30,0,0.0,0.0,1,train,0.0,0.0,0.20837028,0.4347826
DB00025,DB00030,1,0.1666666666666666,0.1,0.5581106265512472,30,1,0.0,0.0,0,,0.0,0.0,0.0,0.09090909
DB00025,DB00032,1,0.1428571428571428,0.125,0.5138983423697507,20,1,0.0,0.0,0,,0.0,0.0,0.0,0.17948718
DB00025,DB00039,1,0.1428571428571428,0.1111111111111111,0.5138983423697507,25,1,0.0,0.0,0,,0.0,0.0,0.0,0.16666667
DB00025,DB00006,0,0.0,0.0,0.0,10,0,0.0,0.0,1,test,0.0,0.0,0.24691644,0.09090909
DB00025,DB00019,0,0.0,0.0,0.0,25,0,0.0,0.0,0,,0.0,0.0,0.0,0.19354838
DB00025,DB00007,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.0,0.16666667
DB00025,DB00013,0,0.0,0.0,0.0,25,0,0.0,0.0,0,,0.0,0.110512495,0.0,0.21212122
DB00025,DB00024,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.27132645,0.3025357,0.0,0.17948718
DB00025,DB00026,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.09185545,0.0,0.44
DB00025,DB00023,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.4746063,0.0,0.16666667
DB00025,DB00038,0,0.0,0.0,0.0,5,0,0.0,0.0,0,,0.0,0.0,0.0,0.09090909
DB00025,DB00035,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.09240551,0.0,0.19354838
DB00025,DB00012,0,0.0,0.0,0.0,15,0,0.0,0.0,1,train,0.6476749,0.10043334,0.0,0.4347826
DB00025,DB00018,0,0.0,0.0,0.0,40,0,0.0,0.0,0,,0.32447812,0.0,0.0,0.44
DB00025,DB00034,0,0.0,0.0,0.0,30,0,0.0,0.0,0,,0.49903703,0.0,0.0,0.44
DB00025,DB00036,0,0.0,0.0,0.0,10,0,0.0,0.0,0,,0.0,0.1285412,0.0,0.4347826
DB00025,DB00037,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.0,0.21212122
DB00028,DB00029,1,0.1666666666666666,0.1666666666666666,0.5581106265512472,12,1,0.0,0.0,0,,0.0,0.0,0.13421242,0.3030303
DB00028,DB00002,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.34167218,0.21926756,0.56
DB00028,DB00005,0,0.0,0.0,0.0,21,0,0.0,0.0,0,,0.0,0.0,0.0,0.3030303
DB00028,DB00008,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.0,0.0,0.0,0.3243243
DB00028,DB00010,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.56
DB00028,DB00020,1,0.125,0.1111111111111111,0.4808983469629878,21,2,0.125,1000.0,0,,0.0,0.0,0.259761,1.0
DB00028,DB00022,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00028,DB00031,1,0.125,0.1428571428571428,0.4808983469629878,15,1,0.0,0.0,1,test,0.40250775,0.0,0.22625785,0.15384616
DB00028,DB00015,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.3143869,0.50667703,0.1536484,0.15384616
DB00028,DB00016,2,0.625,0.2222222222222222,1.9235933878519516,24,4,0.625,2000.0,0,,0.0,0.0,0.23731793,0.3243243
DB00028,DB00017,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.0,0.13808005,0.0,0.4347826
DB00028,DB00027,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.11650471,0.0,0.14285715
DB00028,DB00033,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.471547,0.0,0.0,0.4347826
DB00028,DB00040,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.0,0.0,0.3243243
DB00028,DB00004,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00028,DB00030,0,0.0,0.0,0.0,18,0,0.0,0.0,1,test,0.28134155,0.0,0.0,0.083333336
DB00028,DB00032,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.3243243
DB00028,DB00039,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.0,0.15384616
DB00028,DB00006,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00028,DB00019,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.41707548,0.0,0.0,0.14285715
DB00028,DB00007,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.0,0.0,0.0,0.15384616
DB00028,DB00013,1,0.125,0.1428571428571428,0.4808983469629878,15,1,0.0,0.0,0,,0.0,0.0,0.44082463,0.3030303
DB00028,DB00024,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.512784,0.0,0.0,0.3243243
DB00028,DB00026,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.10481992,0.0,0.56
DB00028,DB00023,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.11483714,0.0,0.15384616
DB00028,DB00038,0,0.0,0.0,0.0,3,0,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00028,DB00035,1,0.125,0.1666666666666666,0.4808983469629878,12,1,0.0,0.0,0,,0.29452994,0.32128155,0.0,0.14285715
DB00028,DB00012,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.0,0.34919322,0.66941285,1.0
DB00028,DB00018,0,0.0,0.0,0.0,24,0,0.0,0.0,1,train,0.0,0.0,0.15468234,0.56
DB00028,DB00034,1,0.125,0.125,0.4808983469629878,18,2,0.125,1000.0,0,,0.0,0.0,0.0,0.56
DB00028,DB00036,0,0.0,0.0,0.0,6,0,0.0,0.0,1,train,0.0,0.0,0.2322771,1.0
DB00028,DB00037,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.5033927,0.0,0.0,0.3030303
DB00029,DB00002,2,0.45,0.3333333333333333,1.3426824550040934,16,4,0.45,2000.0,0,,0.5854946,0.0,0.132147,0.4375
DB00029,DB00005,2,0.5,0.2222222222222222,1.4426950408889634,28,4,0.5,2000.0,0,,0.0,0.0,0.09254514,1.0
DB00029,DB00008,1,0.25,0.1666666666666666,0.7213475204444817,12,2,0.25,1000.0,0,,0.0,0.0,0.0,0.33333334
DB00029,DB00010,0,0.0,0.0,0.0,16,0,0.0,0.0,1,train,0.7346893,0.66236144,0.0,0.4375
DB00029,DB00020,0,0.0,0.0,0.0,28,0,0.0,0.0,0,,0.0,0.0,0.0,0.3030303
DB00029,DB00022,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.14579709,0.29957157,0.15
DB00029,DB00031,0,0.0,0.0,0.0,20,0,0.0,0.0,1,train,0.0,0.0,0.0,0.04
DB00029,DB00015,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.09260001,0.04
DB00029,DB00016,0,0.0,0.0,0.0,32,0,0.0,0.0,0,,0.0,0.0,0.14302552,0.33333334
DB00029,DB00017,1,0.2,0.1666666666666666,0.6213349345596119,12,1,0.0,0.0,0,,0.0,0.6676248,0.19684266,0.21212122
DB00029,DB00027,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.7346893,0.0,0.0,0.11904762
DB00029,DB00033,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.0,0.1802153,0.21212122
DB00029,DB00040,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00029,DB00004,1,0.25,0.1111111111111111,0.7213475204444817,24,1,0.0,0.0,0,,0.0,0.0,0.12056231,0.3030303
DB00029,DB00030,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,0.15
DB00029,DB00032,0,0.0,0.0,0.0,16,0,0.0,0.0,1,train,0.0,0.24977273,0.0,0.33333334
DB00029,DB00039,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.5603578,0.17746896,0.17035145,0.04
DB00029,DB00006,0,0.0,0.0,0.0,8,0,0.0,0.0,1,test,0.0,0.0,0.14286497,0.15
DB00029,DB00019,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.0,0.11904762
DB00029,DB00007,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.04
DB00029,DB00013,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,1.0,0.0,0.0,1.0
DB00029,DB00024,1,0.25,0.1666666666666666,0.7213475204444817,12,1,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00029,DB00026,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.0,0.0,0.4375
DB00029,DB00023,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.70710677,0.0,0.0,0.04
DB00029,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,0,,0.0,0.20682283,0.0,0.15
DB00029,DB00035,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.0,0.19376554,0.11904762
DB00029,DB00012,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.14695987,0.3030303
DB00029,DB00018,1,0.2,0.0909090909090909,0.6213349345596119,32,1,0.0,0.0,0,,0.0,0.0,0.09322313,0.4375
DB00029,DB00034,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,0.4375
DB00029,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,1,test,0.0,0.0,0.0,0.3030303
DB00029,DB00037,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.12085857,1.0
DB00002,DB00005,1,0.25,0.1,0.7213475204444817,28,2,0.25,1000.0,1,train,0.48595947,0.0,0.0,0.4375
DB00002,DB00008,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train,0.0,0.0,0.0,0.33333334
DB00002,DB00010,1,0.1428571428571428,0.1428571428571428,0.5138983423697507,16,2,0.1428571428571428,1000.0,1,train,0.43015662,0.0,0.0,1.0
DB00002,DB00020,1,0.3333333333333333,0.1,0.9102392266268372,28,1,0.0,0.0,1,test,0.50107354,0.45132306,0.20859343,0.56
DB00002,DB00022,0,0.0,0.0,0.0,8,0,0.0,0.0,1,test,0.0,0.0,0.0,0.07692308
DB00002,DB00031,0,0.0,0.0,0.0,20,0,0.0,0.0,1,train,0.0,0.0,0.28192008,0.2
DB00002,DB00015,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.48540378,0.2
DB00002,DB00016,1,0.1428571428571428,0.0909090909090909,0.5138983423697507,32,1,0.0,0.0,0,,0.0,0.0,0.23366581,0.33333334
DB00002,DB00017,1,0.2,0.1666666666666666,0.6213349345596119,12,1,0.0,0.0,0,,0.2233426,0.0,0.0,0.44
DB00002,DB00027,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.43015662,0.0,0.0,0.13157895
DB00002,DB00033,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.4052325,0.0,0.0,0.44
DB00002,DB00040,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.27221367,0.33333334
DB00002,DB00004,1,0.25,0.1111111111111111,0.7213475204444817,24,1,0.0,0.0,0,,0.0,0.0,0.0,0.56
DB00002,DB00030,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.35616803,0.0,0.0,0.07692308
DB00002,DB00032,2,0.4761904761904761,0.3333333333333333,1.424137568996588,16,4,0.4761904761904761,2000.0,0,,0.0,0.0,0.0,0.33333334
DB00002,DB00039,1,0.1428571428571428,0.125,0.5138983423697507,20,1,0.0,0.0,0,,0.716772,0.0,0.0,0.2
DB00002,DB00006,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.36517075,0.0,0.0,0.07692308
DB00002,DB00019,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.0,0.13157895
DB00002,DB00007,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.2
DB00002,DB00013,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.5854946,0.0,0.0,0.4375
DB00002,DB00024,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.2724337,0.0,0.0,0.33333334
DB00002,DB00026,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00002,DB00023,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.4140072,0.0,0.0,0.2
DB00002,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,0,,0.0,0.0,0.0,0.07692308
DB00002,DB00035,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.23459865,0.0,0.13157895
DB00002,DB00012,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.25497964,0.24009351,0.56
DB00002,DB00018,1,0.2,0.0909090909090909,0.6213349345596119,32,1,0.0,0.0,0,,0.3258023,0.0,0.15230191,1.0
DB00002,DB00034,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.50107354,0.0,0.0,1.0
DB00002,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.0,0.0,0.56
DB00002,DB00037,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.4375
DB00005,DB00008,2,0.5,0.25,1.4426950408889634,21,4,0.5,2000.0,0,,0.33003792,0.0,0.0,0.33333334
DB00005,DB00010,1,0.25,0.1,0.7213475204444817,28,2,0.25,1000.0,1,train,0.43887392,0.0,0.0,0.4375
DB00005,DB00020,0,0.0,0.0,0.0,49,0,0.0,0.0,0,,0.0,0.0,0.15119058,0.3030303
DB00005,DB00022,0,0.0,0.0,0.0,14,0,0.0,0.0,0,,0.0,0.0,0.0,0.15
DB00005,DB00031,1,0.25,0.0909090909090909,0.7213475204444817,35,2,0.25,1000.0,0,,0.29789042,0.29168463,0.0,0.04
DB00005,DB00015,1,0.2,0.0909090909090909,0.6213349345596119,35,1,0.0,0.0,0,,0.34275874,0.0,0.15607406,0.04
DB00005,DB00016,0,0.0,0.0,0.0,56,0,0.0,0.0,1,train,0.0,0.0,0.0,0.33333334
DB00005,DB00017,0,0.0,0.0,0.0,21,0,0.0,0.0,0,,0.0,0.0,0.19010215,0.21212122
DB00005,DB00027,0,0.0,0.0,0.0,14,0,0.0,0.0,0,,0.43887392,0.0,0.0,0.11904762
DB00005,DB00033,0,0.0,0.0,0.0,28,0,0.0,0.0,0,,0.48489583,0.0,0.0,0.21212122
DB00005,DB00040,2,0.4,0.1818181818181818,1.2426698691192235,42,2,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00005,DB00004,2,0.45,0.1818181818181818,1.3426824550040934,42,2,0.0,0.0,0,,0.0,0.0,0.3334934,0.3030303
DB00005,DB00030,1,0.2,0.0833333333333333,0.6213349345596119,42,1,0.0,0.0,0,,0.42618594,0.0,0.0,0.15
DB00005,DB00032,0,0.0,0.0,0.0,28,0,0.0,0.0,1,train,0.0,0.0,0.0,0.33333334
DB00005,DB00039,0,0.0,0.0,0.0,35,0,0.0,0.0,1,train,0.465096,0.0,0.0,0.04
DB00005,DB00006,0,0.0,0.0,0.0,14,0,0.0,0.0,0,,0.4369585,0.0,0.48201367,0.15
DB00005,DB00019,0,0.0,0.0,0.0,35,0,0.0,0.0,0,,0.0,0.0,0.19599147,0.11904762
DB00005,DB00007,0,0.0,0.0,0.0,21,0,0.0,0.0,0,,0.0,0.0,0.15282975,0.04
DB00005,DB00013,1,0.2,0.0909090909090909,0.6213349345596119,35,1,0.0,0.0,0,,0.0,0.28883296,0.0,1.0
DB00005,DB00024,1,0.25,0.1111111111111111,0.7213475204444817,21,1,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00005,DB00026,0,0.0,0.0,0.0,28,0,0.0,0.0,0,,0.0,0.0,0.27640373,0.4375
DB00005,DB00023,0,0.0,0.0,0.0,28,0,0.0,0.0,0,,0.0,0.41259763,0.0,0.04
DB00005,DB00038,1,0.125,0.1428571428571428,0.4808983469629878,7,1,0.0,0.0,0,,0.0,0.0,0.0,0.15
DB00005,DB00035,1,0.2,0.1,0.6213349345596119,28,1,0.0,0.0,0,,0.32110977,0.0,0.0,0.11904762
DB00005,DB00012,1,0.2,0.1111111111111111,0.6213349345596119,21,1,0.0,0.0,0,,0.0,0.0,0.0,0.3030303
DB00005,DB00018,2,0.325,0.1538461538461538,1.1022332815225997,56,2,0.0,0.0,0,,0.0,0.0,0.0,0.4375
DB00005,DB00034,1,0.125,0.0833333333333333,0.4808983469629878,42,1,0.0,0.0,0,,0.0,0.0,0.0,0.4375
DB00005,DB00036,1,0.125,0.125,0.4808983469629878,14,1,0.0,0.0,0,,0.0,0.0,0.3999261,0.3030303
DB00005,DB00037,1,0.2,0.1111111111111111,0.6213349345596119,21,1,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00008,DB00010,1,0.25,0.1666666666666666,0.7213475204444817,12,2,0.25,1000.0,0,,0.34609914,0.0,0.0,0.33333334
DB00008,DB00020,0,0.0,0.0,0.0,21,0,0.0,0.0,1,train,0.0,0.0,0.0,0.3243243
DB00008,DB00022,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.5524943,0.0,0.0,0.13043478
DB00008,DB00031,1,0.25,0.1428571428571428,0.7213475204444817,15,2,0.25,1000.0,1,test,0.6270776,0.0,0.16863002,0.20833333
DB00008,DB00015,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.58731735,0.35471037,0.0,0.20833333
DB00008,DB00016,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00008,DB00017,1,0.1428571428571428,0.2,0.5138983423697507,9,1,0.0,0.0,0,,0.0,0.0,0.43969065,0.17948718
DB00008,DB00027,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.34609914,0.0,0.18100564,0.20454545
DB00008,DB00033,0,0.0,0.0,0.0,12,0,0.0,0.0,1,test,0.0,0.0,0.0,0.17948718
DB00008,DB00040,1,0.1428571428571428,0.125,0.5138983423697507,18,1,0.0,0.0,0,,0.26931524,0.0,0.0,1.0
DB00008,DB00004,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.5524943,0.0,0.0,0.3243243
DB00008,DB00030,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.0,0.0,0.13043478
DB00008,DB00032,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train,0.0,0.0,0.22999884,1.0
DB00008,DB00039,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00008,DB00006,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.0,0.13043478
DB00008,DB00019,1,0.1428571428571428,0.1428571428571428,0.5138983423697507,15,1,0.0,0.0,0,,0.28548858,0.0,0.3077199,0.20454545
DB00008,DB00007,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00008,DB00013,0,0.0,0.0,0.0,15,0,0.0,0.0,1,test,0.0,0.33004808,0.40284225,0.33333334
DB00008,DB00024,1,0.25,0.2,0.7213475204444817,9,1,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00008,DB00026,0,0.0,0.0,0.0,12,0,0.0,0.0,1,test,0.0,0.0,0.0,0.33333334
DB00008,DB00023,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.40284225,0.20833333
DB00008,DB00038,0,0.0,0.0,0.0,3,0,0.0,0.0,0,,0.0,0.0,0.0,0.13043478
DB00008,DB00035,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.6759558,0.25576258,0.0,0.20454545
DB00008,DB00012,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.0,0.0,0.0,0.3243243
DB00008,DB00018,1,0.1428571428571428,0.1,0.5138983423697507,24,1,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00008,DB00034,1,0.1428571428571428,0.125,0.5138983423697507,18,1,0.0,0.0,0,,0.0,0.42260042,0.0,0.33333334
DB00008,DB00036,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.6591508,0.0,0.0,0.3243243
DB00008,DB00037,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00010,DB00020,0,0.0,0.0,0.0,28,0,0.0,0.0,1,test,0.0,0.0,0.0,0.56
DB00010,DB00022,1,0.1666666666666666,0.2,0.5581106265512472,8,1,0.0,0.0,0,,0.0,0.0,0.0,0.07692308
DB00010,DB00031,2,0.5,0.2857142857142857,1.4426950408889634,20,4,0.5,2000.0,0,,0.3123872,0.0,0.10110142,0.2
DB00010,DB00015,1,0.1666666666666666,0.125,0.5581106265512472,20,1,0.0,0.0,0,,0.35943902,0.0,0.0,0.2
DB00010,DB00016,1,0.1428571428571428,0.0909090909090909,0.5138983423697507,32,1,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00010,DB00017,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.44220895,0.0,0.44
DB00010,DB00027,1,0.1666666666666666,0.2,0.5581106265512472,8,1,0.0,0.0,0,,1.0,0.24046084,0.0,0.13157895
DB00010,DB00033,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.0,0.0,0.44
DB00010,DB00040,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00010,DB00004,0,0.0,0.0,0.0,24,0,0.0,0.0,1,train,0.0,0.23864909,0.0,0.56
DB00010,DB00030,1,0.1666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,0,,0.0,0.243692,0.23379016,0.07692308
DB00010,DB00032,2,0.3928571428571428,0.3333333333333333,1.2352458628142324,16,4,0.3928571428571428,2000.0,0,,0.0,0.0,0.0,0.33333334
DB00010,DB00039,1,0.1428571428571428,0.125,0.5138983423697507,20,1,0.0,0.0,0,,0.4116889,0.0,0.0,0.2
DB00010,DB00006,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.0,0.0,0.07692308
DB00010,DB00019,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.0,0.13157895
DB00010,DB00007,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.11733045,0.2
DB00010,DB00013,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.7346893,0.0,0.0,0.4375
DB00010,DB00024,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00010,DB00026,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.21634394,0.0,1.0
DB00010,DB00023,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.51950383,0.0,0.29017583,0.2
DB00010,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,1,test,0.0,0.0,0.0,0.07692308
DB00010,DB00035,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.3367365,0.0,0.0,0.13157895
DB00010,DB00012,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.56
DB00010,DB00018,0,0.0,0.0,0.0,32,0,0.0,0.0,0,,0.0,0.0,0.12062748,1.0
DB00010,DB00034,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.16234632,1.0
DB00010,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.0,0.0,0.56
DB00010,DB00037,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.4375
DB00020,DB00022,0,0.0,0.0,0.0,14,0,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00020,DB00031,2,0.4583333333333333,0.2,1.391137573589825,35,2,0.0,0.0,0,,0.0,0.0,0.15122233,0.15384616
DB00020,DB00015,0,0.0,0.0,0.0,35,0,0.0,0.0,0,,0.0,0.0,0.17922239,0.15384616
DB00020,DB00016,2,0.2916666666666666,0.1538461538461538,1.039008973514235,56,4,0.2916666666666666,2000.0,0,,0.0,0.0,0.0,0.3243243
DB00020,DB00017,0,0.0,0.0,0.0,21,0,0.0,0.0,1,train,0.44572815,0.0,0.0,0.4347826
DB00020,DB00027,0,0.0,0.0,0.0,14,0,0.0,0.0,0,,0.0,0.0,0.36773485,0.14285715
DB00020,DB00033,0,0.0,0.0,0.0,28,0,0.0,0.0,0,,0.0,0.19988957,0.0,0.4347826
DB00020,DB00040,0,0.0,0.0,0.0,42,0,0.0,0.0,1,train,0.0,0.0,0.18478112,0.3243243
DB00020,DB00004,0,0.0,0.0,0.0,42,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00020,DB00030,1,0.1666666666666666,0.0833333333333333,0.5581106265512472,42,1,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00020,DB00032,1,0.3333333333333333,0.1,0.9102392266268372,28,1,0.0,0.0,0,,0.0,0.0,0.20625605,0.3243243
DB00020,DB00039,1,0.1666666666666666,0.0909090909090909,0.5581106265512472,35,1,0.0,0.0,0,,0.0,0.0,0.0,0.15384616
DB00020,DB00006,2,0.3666666666666667,0.2857142857142857,1.179445561110859,14,2,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00020,DB00019,0,0.0,0.0,0.0,35,0,0.0,0.0,1,train,0.0,0.0,0.0,0.14285715
DB00020,DB00007,2,0.5333333333333333,0.25,1.531574161186449,21,2,0.0,0.0,0,,0.0,0.0,0.17549689,0.15384616
DB00020,DB00013,1,0.125,0.0909090909090909,0.4808983469629878,35,1,0.0,0.0,0,,0.0,0.09841325,0.0,0.3030303
